現地コード,銘柄名(English),銘柄名,市場,業種,取扱
TPZ,TORTOISE PWR EGY,TORTOISE PWR EGY,NYSE,クローズドエンド型投資信託,-
TQQQ,PRSH ULTRPRO QQQ,PRSH ULTRPRO QQQ,NASDAQ,--,-
TR,TOOTSIE ROLL IND,TOOTSIE ROLL IND,NYSE,食品加工,-
TRC,TEJON RANCH,TEJON RANCH,NYSE,不動産開発 & 運用,-
TRCB,TWO RIVER BANCOR,TWO RIVER BANCOR,NASDAQ,銀行,-
TRCH,TORCHLIGHT ENERG,TORCHLIGHT ENERG,NASDAQ,石油 & ガス探査 / 生産,-
TRCO,TRIBUNE MEDIA CO,TRIBUNE MEDIA CO,NYSE,放送,-
TREC,TRECORA RESRCES,TRECORA RESRCES,NYSE,化学 - 汎用化学製品,-
TREE,LENDINGTREE INC,レンディングツリー,NASDAQ,サービス,○
TREX,TREX CMPNY,TREX CMPNY,NYSE,建設業 - 資材 & 設備,-
TRGP,TARGA RESOURCES CORP,タルガリソース,NYSE,石油・ガス・パイプライン,○
TRHC,TBLA RASA HLTCR,TBLA RASA HLTCR,NASDAQ,先端医療機器 & テクノロジー,-
TRI,THOMSON REUTERS PLC,トムソン・ロイター,NYSE,通信関連,○
TRIB,TRINITY BIO,TRINITY BIO,NASDAQ,医薬品,-
TRIL,TRILLIUM THE ORD,TRILLIUM THE ORD,NASDAQ,--,-
TRIP,TRIPADVISOR INC.,トリップアドバイザー,NASDAQ,インターネットサービス,○
TRK,SPEEDWAY MTRSP,SPEEDWAY MTRSP,NYSE,レジャー & レクリエーション,-
TRMB,TRIMBLE INC,トリンブル,NASDAQ,インターネットサービス,○
TRMD,TORM PLC ORD,TORM PLC ORD,NASDAQ,--,-
TRMK,TRUSTMARK CORP,トラストマーク,NASDAQ,金融（銀行）,○
TRMT,TREMONT MTG TRST,TREMONT MTG TRST,NASDAQ,持株会社,-
TRN,TRINITY INDS INC,TRINITY INDS INC,NYSE,産業コングロマリット,-
TRNC,TRONC INC ORD,TRONC INC ORD,NASDAQ,一般向け出版,-
TRNO,TERENO RLTY CRP,TERENO RLTY CRP,NYSE,商業 REIT,-
TRNS,TRANSCAT INC,TRANSCAT INC,NASDAQ,電気部品 & 装置,-
TROV,TROVAGENE INC,TROVAGENE INC,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
TROW,"T. ROWE PRICE GROUP, INC.",Ｔロウ・プライス・グループ,NASDAQ,金融（その他）,○
TROX,TRONOX LIMITED,TRONOX LIMITED,NYSE,化学 - 特殊化学製品,-
TRP,TRANSCANADA CORP,トランスカナダ,NYSE,石油・ガス・パイプライン,○
TRPX,THRP BIOSCI ADR,THRP BIOSCI ADR,NASDAQ,--,-
TRQ,TURQUOISE HILL RESOURCES LTD,ターコイズ・ヒル・リソーシス,NYSE,鉄鋼・鉱業,○
TRS,TRIMAS CORP,TRIMAS CORP,NASDAQ,非紙製容器 & 包装,-
TRST,TRUSTCO BNK,TRUSTCO BNK,NASDAQ,銀行,-
TRTN,TRITON INTERNATIONAL LTD BERMUDA,トライトン・インターナショナル・バミューダ,NYSE,その他,○
TRTX,TPG RE FNANC INC,TPG RE FNANC INC,NYSE,消費者金融サービス,-
TRU,TRANSUNION,TRANSUNION,NYSE,専門情報サービス,-
TRUE,TRUECAR INC,TRUECAR INC,NASDAQ,インターネットサービス,-
TRUP,TRUPANION INC,TRUPANION INC,NASDAQ,保険 - 生命 & 健康,-
TRV,"THE TRAVELERS COMPANIES, INC.",トラベラーズ,NYSE,金融（保険）,○
TRVG,TRIVAGO N V,TRIVAGO N V,NASDAQ,インターネットサービス,-
TRVN,TREVENA INC,TREVENA INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
TS,TENARIS-ADR,テナリス,NYSE,鉄鋼・鉱業,○
TSBK,TIMBERLAND BNCRP,TIMBERLAND BNCRP,NASDAQ,銀行,-
TSC,TRSTATE CAP HDGS,TRSTATE CAP HDGS,NASDAQ,銀行,-
TSCO,TRACTOR SUPPLY COMPANY,トラクターサプライ,NASDAQ,農業ビジネス,○
TSE,TRINSEO SA,TRINSEO SA,NYSE,化学 - 特殊化学製品,-
TSEM,TOWER SEMICONDUCTOR LTD,タワー・セミコンダクター,NASDAQ,半導体関連,○
TSG,THE STARS GROUP,THE STARS GROUP,NASDAQ,--,-
TSI,TCW STRGC INC FD,TCW STRGC INC FD,NYSE,クローズドエンド型投資信託,-
TSLA,TESLA INC,テスラ,NASDAQ,自動車・自動車関連,○
TSLF,THL CRDT SEN LN,THL CRDT SEN LN,NYSE,クローズドエンド型投資信託,-
TSLX,TPG SPECLTY LNDG,TPG SPECLTY LNDG,NYSE,クローズドエンド型投資信託,-
TSM,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED,タイワン・セミコンダクター・マニュファクチャリング,NYSE,半導体関連,○
TSN,"TYSON FOODS, INC.",タイソン・フーズ,NYSE,食品・飲料,○
TSQ,TOWNSQUARE MEDIA,TOWNSQUARE MEDIA,NYSE,放送,-
TSRI,T S R INC,T S R INC,NASDAQ,IT サービス & コンサルティング,-
TSRO,TESARO INC,TESARO INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
TSS,TOTAL SYSTEM SERVICES INC,トータル・システム・サービス,NYSE,情報処理サービス,○
TST,THE STREET INC,THE STREET INC,NASDAQ,専門情報サービス,-
TSU,TIM PARTICIPACS,TIM PARTICIPACS,NYSE,無線通信サービス,-
TTC,TORO CO,トロ,NYSE,その他製造,○
TTD,THE TRD DESK INC,THE TRD DESK INC,NASDAQ,インターネットサービス,-
TTEC,TTEC HOLDING ORD,TTEC HOLDING ORD,NASDAQ,IT サービス & コンサルティング,-
TTEK,TETRA TECH INC,テトラ・テック,NASDAQ,サービス,○
TTFS,ADVISORSH WILHIR,ADVISORSH WILHIR,NYSE Arca,--,-
TTGT,TECHTARGET,TECHTARGET,NASDAQ,IT サービス & コンサルティング,-
TTI,TETRA TECHNLGS,TETRA TECHNLGS,NYSE,石油関連サービス & 装置,-
TTM,TATA MOTORS LIMITED,タタ・モーターズ,NYSE,自動車・自動車関連,○
TTMI,TTM TECHS,TTM TECHS,NASDAQ,半導体,-
TTNP,TITAN PHARMA INC,TITAN PHARMA INC,NASDAQ,医薬品,-
TTOO,T2 BIOSYSTMS INC,T2 BIOSYSTMS INC,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
TTP,TORT PIP EN FD,TORT PIP EN FD,NYSE,--,-
TTPH,TETRAPHASE PHARM,TETRAPHASE PHARM,NASDAQ,医薬品,-
TTS,TILE SHOP HLDGS,TILE SHOP HLDGS,NASDAQ,建設業 - 資材 & 設備,-
TTT,PRSH ULTPRO SH20,PRSH ULTPRO SH20,NYSE Arca,--,-
TTWO,TAKE-TWO INTERAC,テイクツー・インタラクティブ・ソフトウエア,NASDAQ,ソフトウェア・ソフトウェアサービス,○
TU,TELUS CORPORATN,TELUS CORPORATN,NYSE,総合通信サービス,-
TUES,TUESDAY MORNING,TUESDAY MORNING,NASDAQ,小売 - ディスカウント ストア,-
TUP,TUPPERWARE BRANDS CORPORATION,タッパーウェア・ブランズ,NYSE,その他製造,○
TUR,iShares MSCI Turkey Investable Market Index Fund,iシェアーズ MSCI トルコ ETF,NASDAQ,その他,○
TURN,180 DEGREE CPTL,180 DEGREE CPTL,NASDAQ,投資管理 & ファンド オペレーター,-
TUSA,FRST TRT TTL ETF,FRST TRT TTL ETF,NASDAQ,--,-
TUSK,MAMMOTH ENGY SER,MAMMOTH ENGY SER,NASDAQ,--,-
TUSK,MAMMOTH ENGY SER,MAMMOTH ENGY SER,NASDAQ,石油 & ガス掘削,-
TUZ,PIMCO 1-3Y US TR,PIMCO 1-3Y US TR,NYSE Arca,--,-
TV,GRUPO TELEVISA,GRUPO TELEVISA,NYSE,放送,-
TVPT,TRAVELPT WRDWD,TRAVELPT WRDWD,NYSE,レジャー & レクリエーション,-
TVTY,TIVITY HELTH INC,TIVITY HELTH INC,NASDAQ,ヘルスケア施設 & サービス,-
TWI,TITAN INTL,TITAN INTL,NYSE,自動車 / トラック & 自動二輪車部品,-
TWIN,TWIN DISC,TWIN DISC,NASDAQ,重電機,-
TWLO,TWILIO INC,TWILIO INC,NYSE,ソフトウェア,-
TWM,PRSH US RSL 2000,PRSH US RSL 2000,NYSE Arca,--,-
TWMC,TRANSWLD ENTMNT,TRANSWLD ENTMNT,NASDAQ,小売 - その他専門,-
TWN,TAIWAN FUND,TAIWAN FUND,NYSE,--,-
TWNK,HOSTESS BRANDS A,HOSTESS BRANDS A,NASDAQ,食品加工,-
TWO,TWO HBR INVT CP,TWO HBR INVT CP,NYSE,住宅 REIT,-
TWOU,2U INC,2U INC,NASDAQ,IT サービス & コンサルティング,-
TWTR,Twitter,ツイッター,NYSE,インターネットサービス,○
TX,TERNIUM SA-ADR,テルニウム,NYSE,鉄鋼・鉱業,○
TXMD,THERAPETCSMD ORD,THERAPETCSMD ORD,NASDAQ,医薬品,-
TXN,TEXAS INSTRUMENTS INCORPORATED,テキサス・インスツルメンツ,NASDAQ,半導体関連,○
TXRH,TEXAS ROADHOUSE INC,テキサス・ロードハウス,NASDAQ,外食・レストラン,○
TXT,TEXTRON INC,テクストロン,NYSE,複合企業,○
TY,TRI CONTINENTAL,TRI CONTINENTAL,NYSE,クローズドエンド型投資信託,-
TYBS,DXN 20+ BEAR 1X,DXN 20+ BEAR 1X,NYSE Arca,--,-
TYD,DXN 7-10Y TRBL3X,DXN 7-10Y TRBL3X,NYSE Arca,--,-
TYG,TORT ENER INFRAS,TORT ENER INFRAS,NYSE,クローズドエンド型投資信託,-
TYHT,SHINECO INC,SHINECO INC,NASDAQ,医薬品,-
TYL,"TYLER TECHNOLOGIES, INC.",タイラー・テクノロジーズ,NYSE,ソフトウェア・ソフトウェアサービス,○
TYME,TYME TECHNLG ORD,TYME TECHNLG ORD,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
TYNS,DXN 7-10Y BEAR1X,DXN 7-10Y BEAR1X,NYSE Arca,--,-
TYO,DXN 7-10Y TRBR3X,DXN 7-10Y TRBR3X,NYSE Arca,--,-
TYPE,MONOTYPE IMAGING,MONOTYPE IMAGING,NASDAQ,IT サービス & コンサルティング,-
TZA,DIREXION DAILY SMALL CAP BEAR 3X SHARES,Direxion デイリー 米国小型株 ベア3倍 ETF,NYSE Arca,その他,○
TZOO,TRAVELZOO,TRAVELZOO,NASDAQ,レジャー & レクリエーション,-
UA,UNDER ARMOUR INC-CLASS C,アンダー・アーマー　クラスC,NYSE,その他,○
UAA,UNDER ARMOUR INC,アンダー・アーマー,NYSE,その他,○
UAE,ISH TRT MSCI UAE,ISH TRT MSCI UAE,NASDAQ,--,-
UAL,UNITED CONTINENTAL HOLDINGS,ユナイテッド・コンチネンタル・ホールディングス,NYSE,航空,○
UBA,URSTADT BIDDLE A,URSTADT BIDDLE A,NYSE,商業 REIT,-
UBCP,UTD BANCORP INC,UTD BANCORP INC,NASDAQ,銀行,-
UBFO,UTD SEC BNCSHS,UTD SEC BNCSHS,NASDAQ,銀行,-
UBIO,PROSHR ULTRAPRO,PROSHR ULTRAPRO,NASDAQ,--,-
UBNK,UNTED FINL BANCP,UNTED FINL BANCP,NASDAQ,銀行,-
UBNT,UBIQUITI NETWORKS INC,ユビキティ　ネットワークス,NASDAQ,エンターテイメント・メディア,○
UBOH,UTD BANKSHARES,UTD BANKSHARES,NASDAQ,銀行,-
UBOT,DIRXN DAILY ROBO,DIRXN DAILY ROBO,NYSE Arca,--,-
UBP,URSTADT BIDDLE,URSTADT BIDDLE,NYSE,--,-
UBR,PRSH ULT BRAZIL,PRSH ULT BRAZIL,NYSE Arca,--,-
UBS,UBS GROUP,UBS GROUP,NYSE,投資管理 & ファンド オペレーター,-
UBSH,UNION BNKSHR CRP,UNION BNKSHR CRP,NASDAQ,銀行,-
UBSI,UNITED BANKSHARES INC,ユナイテッド・バンクシェアーズ,NASDAQ,金融（銀行）,○
UBT,PRSH ULT 20+ TRS,PRSH ULT 20+ TRS,NYSE Arca,--,-
UBX,UNITY BIOTCHNLGY,UNITY BIOTCHNLGY,NASDAQ,医薬品,-
UCBA,UNITED COMMUNITY,UNITED COMMUNITY,NASDAQ,銀行,-
UCBI,UTD CMNTY BKS,UTD CMNTY BKS,NASDAQ,銀行,-
UCC,PRSH UL CON SVRS,PRSH UL CON SVRS,NYSE Arca,--,-
UCFC,UTD COMMUN FINL,UTD COMMUN FINL,NASDAQ,銀行,-
UCO,PRSH DJ-UBS CRD,PRSH DJ-UBS CRD,NYSE Arca,--,-
UCON,FRST UNCNSTD PLS,FRST UNCNSTD PLS,NYSE Arca,--,-
UCTT,ULTRA CLEAN HLD,ULTRA CLEAN HLD,NASDAQ,半導体製造装置 & 試験装置,-
UDBI,LEG MSON INV US,LEG MSON INV US,NASDAQ,--,-
UDN,INVS DB IDX BRSH,INVS DB IDX BRSH,NYSE Arca,--,-
UDOW,PRSH ULTRA DJ 30,PRSH ULTRA DJ 30,NYSE Arca,--,-
UDR,UDR INC,UDR INC,NYSE,住宅 REIT,-
UE,URBAN EDGE PROP,URBAN EDGE PROP,NYSE,商業 REIT,-
UEIC,UNIV ELECTRONIC,UNIV ELECTRONIC,NASDAQ,家庭用電気製品,-
UEPS,NET 1 UEPS TECH,NET 1 UEPS TECH,NASDAQ,事業サポート サービス,-
UEVM,USAA EMG VL IDX,USAA EMG VL IDX,NYSE Arca,--,-
UFCS,UNITED FIRE GRP,UNITED FIRE GRP,NASDAQ,保険 - 損害 & 災害,-
UFI,UNIFI INC,UNIFI INC,NYSE,繊維 & 革製品,-
UFPI,UNIVERSAL FOR,UNIVERSAL FOR,NASDAQ,林産品 & 木材製品,-
UFPT,UFP TECH INC,UFP TECH INC,NASDAQ,化学 - 汎用化学製品,-
UFS,DOMTAR CORP,DOMTAR CORP,NYSE,紙製品,-
UG,UNITED GUARDIAN,UNITED GUARDIAN,NASDAQ,医薬品,-
UGA,US GASOLINE FD,US GASOLINE FD,NYSE Arca,--,-
UGE,PRSH UL CONS GDS,PRSH UL CONS GDS,NYSE Arca,--,-
UGI,UGI CORPORATION,ＵＧＩ,NYSE,石油・ガス・パイプライン,○
UGL,PRSH ULTRA GOLD,PRSH ULTRA GOLD,NYSE Arca,--,-
UGP,ULTRAPAR PARTICPAC-SPON ADR,ウルトラパール・パルティシパソエス,NYSE,石油・ガス・パイプライン,○
UHAL,AMERCO,AMERCO,NASDAQ,陸運貨物 & 物流,-
UHN,US DSL-HTNG OIL,US DSL-HTNG OIL,NYSE Arca,--,-
UHS,"UNIVERSAL HEALTH SERVICES, INC.",ユニバーサル・ヘルス・サービシズ,NYSE,医療・医療サービス,○
UHT,UNIVERSAL HEALTH,UNIVERSAL HEALTH,NYSE,専門 REIT,-
UIHC,UNITED INSUR HLD,UNITED INSUR HLD,NASDAQ,保険 - 損害 & 災害,-
UIS,UNISYS CORPORATION,ユニシス,NYSE,ソフトウェア・ソフトウェアサービス,○
UITB,USAA CR INTRMDT,USAA CR INTRMDT,NYSE Arca,--,-
UIVM,USAA INTL VL IDX,USAA INTL VL IDX,NYSE Arca,--,-
UJB,PRSH ULTRA HI YL,PRSH ULTRA HI YL,NYSE Arca,--,-
UL,UNILEVER PLC,ユニリーバ,NYSE,食品・飲料,○
ULBI,ULTRALIFE CRP,ULTRALIFE CRP,NASDAQ,電気部品 & 装置,-
ULE,PRSH ULTRA EURO,PRSH ULTRA EURO,NYSE Arca,--,-
ULH,UNIVERSAL LO ORD,UNIVERSAL LO ORD,NASDAQ,陸運貨物 & 物流,-
ULST,SPDR SSGA UL SHR,SPDR SSGA UL SHR,NYSE Arca,--,-
ULTA,ULTA SALON COSMETICS & FRAGR,ＵＬＴＡ,NASDAQ,小売,○
ULTI,ULTIMATE SOFTWR,ULTIMATE SOFTWR,NASDAQ,ソフトウェア,-
ULVM,USAA USA VL INDX,USAA USA VL INDX,NYSE Arca,--,-
UMBF,UMB FINL CO,UMB FINL CO,NASDAQ,銀行,-
UMC,UNITED MICROELECTRONICS CORPORATION,ユナイテッド・マイクロエレクトロニクス,NYSE,半導体関連,○
UMDD,PRSH ULT MDCP400,PRSH ULT MDCP400,NYSE Arca,--,-
UMH,UMH PROPERTIES,UMH PROPERTIES,NYSE,住宅 REIT,-
UMPQ,UMPQUA HOLDINGS CORP,アンプクア・ホールディングズ,NASDAQ,金融（銀行）,○
UMRX,UNUM THERAPEUTCS,UNUM THERAPEUTCS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
UN,UNILEVER N.V.,ユニリーバ,NYSE,食品・飲料,○
UNAM,UNICO AMERICA,UNICO AMERICA,NASDAQ,保険 - 損害 & 災害,-
UNB,UNION BNKSHRS,UNION BNKSHRS,NASDAQ,銀行,-
UNF,UNIFIRST CORP,UNIFIRST CORP,NYSE,事業サポート サービス,-
UNFI,UNITED NATURAL FOODS INC,ユナイテッド・ナチュラルフーズ,NASDAQ,食品・飲料,○
UNG,US NAT GAS FD,US NAT GAS FD,NYSE Arca,--,-
UNH,UNITEDHEALTH GROUP INCORPORATED,ユナイテッドヘルス・グループ,NYSE,医療・医療サービス,○
UNIT,UNITI GROUP INC,UNITI GROUP INC,NASDAQ,専門 REIT,-
UNL,US 12 MNT NA GAS,US 12 MNT NA GAS,NYSE Arca,--,-
UNM,UNUM GROUP,ユーナム・グループ,NYSE,金融（保険）,○
UNP,UNION PAC CORP,ユニオン・パシフィック,NYSE,運輸,○
UNT,UNIT CORPORATION,UNIT CORPORATION,NYSE,石油 & ガス探査 / 生産,-
UNTY,UNITY BANCORP,UNITY BANCORP,NASDAQ,銀行,-
UNVR,UNIVAR INC,UNIVAR INC,NYSE,化学 - 汎用化学製品,-
UONE,URBAN ONE INC A,URBAN ONE INC A,NASDAQ,--,-
UONEK,URBAN ONE INC D,URBAN ONE INC D,NASDAQ,放送,-
UPL,ULTR PETROLM CRP,ULTR PETROLM CRP,NASDAQ,石油 & ガス探査 / 生産,-
UPLD,UPLAND SOFTWARE,UPLAND SOFTWARE,NASDAQ,ソフトウェア,-
UPRO,PRSH ULTRA SP500,PRSH ULTRA SP500,NYSE Arca,--,-
UPS,"UNITED PARCEL SERVICE, INC.",ユナイテッド・パーセル・サービス,NYSE,運輸,○
UPV,PRSH ULT FTSE EU,PRSH ULT FTSE EU,NYSE Arca,--,-
UPW,PRSH UL UTILITY,PRSH UL UTILITY,NYSE Arca,--,-
URA,GLBX URANIUM,GLBX URANIUM,NYSE Arca,--,-
URBN,URBAN OUTFITTERS,アーバン・アウトフィッターズ,NASDAQ,小売,○
URE,PRSH UL RL EST,PRSH UL RL EST,NYSE Arca,--,-
URGN,UROGEN PHRMA LTD,UROGEN PHRMA LTD,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
URI,UNITED RENTALS INC,ユナイテッド・レンタルズ,NYSE,サービス,○
URTH,ISH MSCI WORLD,ISH MSCI WORLD,NYSE Arca,--,-
URTY,PRSH RSL2000,PRSH RSL2000,NYSE Arca,--,-
USA,LIBERTY ALL-STAR,LIBERTY ALL-STAR,NYSE,クローズドエンド型投資信託,-
USAG,US AGRI IND FD,US AGRI IND FD,NYSE Arca,--,-
USAI,AMRCN ENRG INDPN,AMRCN ENRG INDPN,NYSE Arca,--,-
USAK,USA TRUCK INC,USA TRUCK INC,NASDAQ,陸運貨物 & 物流,-
USAP,UNIVRSL STNLSS,UNIVRSL STNLSS,NASDAQ,鉄鋼,-
USAT,USA TECHNLOGIES,USA TECHNLOGIES,NASDAQ,IT サービス & コンサルティング,-
USAU,US GOLD CORP,US GOLD CORP,NASDAQ,金,-
USB,U.S. BANCORP,ＵＳバンコープ,NYSE,金融（銀行）,○
USB PR A,US BNCORP PRF A,US BNCORP PRF A,NYSE,--,-
USCI,US COMDTY IND FD,US COMDTY IND FD,NYSE Arca,--,-
USCR,US CONCRETE INC,USコンクリート,NASDAQ,その他製造,○
USD,PRSH UL SEMI CON,PRSH UL SEMI CON,NYSE Arca,--,-
USDU,WT BLM USD BULL,WT BLM USD BULL,NYSE Arca,--,-
USEG,U.S. ENERGY CP,U.S. ENERGY CP,NASDAQ,採鉱サポートサービス & 装置,-
USFD,US FOODS HOLDING CORP.,USフーズ・ホールディング,NYSE,食品・飲料,○
USFR,WT BLM FLT RATE,WT BLM FLT RATE,NYSE Arca,--,-
USG,USG CORP,ＵＳＧ,NYSE,その他製造,○
USL,US 12 MNT OIL FD,US 12 MNT OIL FD,NYSE Arca,--,-
USLB,INVS RSL1000BETA,INVS RSL1000BETA,NASDAQ,--,-
USLM,US LINE & MIN,US LINE & MIN,NASDAQ,建設業 - 資材 & 設備,-
USM,U.S.CELLULAR CP,U.S.CELLULAR CP,NYSE,無線通信サービス,-
USMC,PRINCPL MEGA ETF,PRINCPL MEGA ETF,NASDAQ,--,-
USNA,USANA HEALTH SCI,USANA HEALTH SCI,NYSE,トイレタリー用品,-
USO,UNTD ST OIL FUND,UNTD ST OIL FUND,NYSE Arca,--,-
USOD,UNTD STAT 3X SHR,UNTD STAT 3X SHR,NYSE Arca,--,-
USOU,UNTD STAT 3X OIL,UNTD STAT 3X OIL,NYSE Arca,--,-
USPH,US PHYSCAL THEPY,US PHYSCAL THEPY,NYSE,ヘルスケア施設 & サービス,-
USRT,ISHRS CR US REIT,ISHRS CR US REIT,NYSE Arca,--,-
UST,PRSH ULT7-10Y TR,PRSH ULT7-10Y TR,NYSE Arca,--,-
USTB,USAA CORE ST BD,USAA CORE ST BD,NYSE Arca,--,-
USVM,USAA SC BLD IDX,USAA SC BLD IDX,NYSE Arca,--,-
USX,US XPRSS ENTRPRS,US XPRSS ENTRPRS,NYSE,陸運貨物 & 物流,-
UTES,REAVES UTILITIES,REAVES UTILITIES,NYSE Arca,--,-
UTF,COHEN STEERS INF,COHEN STEERS INF,NYSE,クローズドエンド型投資信託,-
UTHR,UTD THERAPEUT,UTD THERAPEUT,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
UTI,UNIV TECH INST,UNIV TECH INST,NYSE,事業サポート サービス,-
UTL,UNITIL CORP,UNITIL CORP,NYSE,公益企業 - 電力,-
UTMD,UTAH MED PRODS,UTAH MED PRODS,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
UTSI,"UTSTARCOM, INC.",ユーティースターコム,NASDAQ,通信関連,○
UTSL,DRXN DLY UTLTS3X,DRXN DLY UTLTS3X,NYSE Arca,--,-
UTX,UNITED TECHNOLOGIES CORPORATION,ユナイテッド・テクノロジーズ,NYSE,複合企業,○
UUP,INVSC INDX BLSH,INVSC INDX BLSH,NYSE Arca,--,-
UVE,UNIVERSAL HLDGS,UNIVERSAL HLDGS,NYSE,保険 - 損害 & 災害,-
UVSP,UNIVEST CORP PA,UNIVEST CORP PA,NASDAQ,銀行,-
UVV,UNIVERSAL CORP,UNIVERSAL CORP,NYSE,タバコ,-
UVXY,PROSHARS TRST II,PROSHARS TRST II,NYSE Arca,--,-
UWM,PRSH UL RUSL2000,PRSH UL RUSL2000,NYSE Arca,--,-
UXI,PRSH UL INDSTRLS,PRSH UL INDSTRLS,NYSE Arca,--,-
UYG,PRSH UL FINANCLS,PRSH UL FINANCLS,NYSE Arca,--,-
UYM,PRSH UL BAS MTRL,PRSH UL BAS MTRL,NYSE Arca,--,-
V,VISA INC.,ビザ,NYSE,金融（カード）,○
VAC,MARRIOTT VACATIONS WORLDWIDE,マリオットバケーションズワールドワイド,NYSE,ホテル・モーテル,○
VALE,VALE SA - ADR,ヴァーレ,NYSE,鉄鋼・鉱業,○
VALQ,AMCN CNTY STX QT,AMCN CNTY STX QT,NYSE Arca,--,-
VALU,VALUE LINE INC,VALUE LINE INC,NASDAQ,専門情報サービス,-
VALX,VALIDEA MKT ETF,VALIDEA MKT ETF,NASDAQ,--,-
VAM,VIVALDI OPRTNTS,VIVALDI OPRTNTS,NYSE,--,-
VAR,VARIAN MEDICAL SYSTEMS INC.,バリアン・メディカル・システムズ,NYSE,医療機器,○
VAW,VANGUARD MATERIALS ETF,バンガード・米国素材セクターETF,NYSE Arca,その他,○
VB,Vanguard SMALL-CAP ETF,バンガード・スモールキャップETF,NYSE Arca,その他,○
VBF,INVESCO BOND FUD,INVESCO BOND FUD,NYSE,クローズドエンド型投資信託,-
VBFC,VILLAGE BK & TST,VILLAGE BK & TST,NASDAQ,銀行,-
VBIV,VBI VACCINES INC,VBI VACCINES INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VBK,VANGUARD SMALL-CAP GROWTH ETF,バンガード・米国スモールキャップ・グロースETF,NYSE Arca,その他,○
VBLT,VASCULAR BIOGENC,VASCULAR BIOGENC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VBND,ETFS VC US SRTGY,ETFS VC US SRTGY,NYSE Arca,--,-
VBR,VANGUARD SMALL-CAP VALUE ETF,バンガード・米国スモールキャップ・バリューETF,NYSE Arca,その他,○
VBTX,VERITEX HOLDINGS,VERITEX HOLDINGS,NASDAQ,銀行,-
VC,VISTEON CORP,VISTEON CORP,NASDAQ,自動車 / トラック & 自動二輪車部品,-
VCEL,VERICEL CORP ORD,VERICEL CORP ORD,NASDAQ,医薬品,-
VCIT,VANGUARD INTERMEDIATE-TERM CORPORATE BOND ETF,バンガード・米国中期社債ETF,NASDAQ,その他,○
VCLT,VANGUARD LONG-TERM CORPORATE BOND ETF ,バンガード・米国長期社債ETF,NASDAQ,その他,○
VCO,CONCHATORO,CONCHATORO,NYSE,飲料 - 蒸留酒造 & ワイナリ,-
VCR,VANGUARD CONSUMER DISCRETIONARY ETF,バンガード・米国一般消費財・サービス・セクターETF,NYSE Arca,その他,○
VCRA,VOCERA COMMS,VOCERA COMMS,NYSE,通信機器 & ネットワーク,-
VCSH,VANGUARD SHORT-TERM CORPORATE BOND ETF,バンガード・米国短期社債ETF,NASDAQ,その他,○
VCTR,VCTRY CPTL HLD A,VCTRY CPTL HLD A,NASDAQ,投資管理 & ファンド オペレーター,-
VCV,INVESO CALFA VAL,INVESO CALFA VAL,NYSE,--,-
VCYT,VERACYTE INC,VERACYTE INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
VDC,VANGUARD CONSUMER STAPLES ETF,バンガード・米国生活必需品セクターETF,NYSE Arca,その他,○
VDE,VANGUARD ENERGY ETF,バンガード・米国エネルギー・セクターETF,NYSE Arca,その他,○
VEA,VANGUARD FTSE DEVELOPED MARKETS ETF,バンガード・FTSE先進国市場（除く米国）ETF,NYSE Arca,その他,○
VEAC,VANTG ENRG ACQ A,VANTG ENRG ACQ A,NASDAQ,--,-
VEC,VECTRUS INC,VECTRUS INC,NYSE,事業サポート サービス,-
VECO,VEECO INSTRUMENT,ビーコインスツルメンツ,NASDAQ,半導体関連,○
VEDL,VEDANTA LIMITED -ADR,ヴェーダーンタ,NYSE,その他製造,○
VEEV,VEEVA SYSTEMS INC. CL-A,ヴィーバ・システムズ　クラスＡ,NYSE,ソフトウェア・ソフトウェアサービス,○
VEGA,ADVSHRS STR GIBI,ADVSHRS STR GIBI,NYSE Arca,--,-
VEGI,ISH MSCI GBL AGR,ISH MSCI GBL AGR,NYSE Arca,--,-
VEON,VEON LTD,ヴェオン,NASDAQ,通信関連,○
VER,VEREIT INC,VEREIT INC,NYSE,商業 REIT,-
VERI,VERITON,ヴェライトン,NASDAQ,ソフトウェア・ソフトウェアサービス,○
VERU,VERU INC ORD,VERU INC ORD,NASDAQ,医薬品,-
VESH,VRTS ENHNCD SHT,VRTS ENHNCD SHT,NYSE Arca,--,-
VET,VERMILION ENERGY,VERMILION ENERGY,NYSE,--,-
VETS,PACER MILTRY ETF,PACER MILTRY ETF,NASDAQ,--,-
